lib	name	group
PLAvogjR296461-731	SK1302A	G1
PLAvogjR296462-733	SK1303A	G1
PLAvogjR296463-734	SK1304A	G1
PLAvogjR296464-735	SK1305A	G1
PLAvogjR296465-736	SK1306A	G1
PLAvogjR296466-737	SK1307A	G1
PLAvogjR296467-739	SK1308A	G1
PLAvogjR296468-401	SK1309A	G1
PLAvogjR296469-402	SK1310A	G1
PLAvogjR296470-403	SK1311A	G1
PLAvogjR296471-404	SK1312A	G1
PLAvogjR296472-405	SK1313A	G1
PLAvogjR296473-406	SK1314A	G1
PLAvogjR296474-407	SK1315A	G1
PLAvogjR296475-409	SK1316A	G1
PLAvogjR296476-410	SK1317A	G1
PLAvogjR296477-411	SK1318A	G1
PLAvogjR296478-412	SK1319A	G1
PLAvogjR296479-413	SK1320A	G1
PLAvogjR296480-414	SK1321A	G1
PLAvogjR296481-415	SK1322A	G1
PLAvogjR296482-416	SK1323A	G1
PLAvogjR296483-602	SK1324A	G1
PLAvogjR296484-603	SK1325A	G1
PLAvogjR296485-604	SK1326A	G1
PLAvogjR296486-605	SK1327A	G1
PLAvogjR296487-607	SK1328A	G1
PLAvogjR296488-608	SK1329A	G1
PLAvogjR296489-609	SK1330A	G1
PLAvogjR296490-610	SK1331A	G1
PLAvogjR296491-611	SK1332A	G1
PLAvogjR296492-612	SK1333A	G1
PLAvogjR296493-613	SK1334A	G1
PLAvogjR296494-614	SK1335A	G1
PLAvogjR296495-616	SK1336A	G1
PLAvogjR296496-618	SK1337A	G1
PLAvogjR296497-738	SK1338A	G1
PLAvogjR296498-718	SK1339A	G1
PLAvogjR296499-621	SK1340A	G1
PLAvogjR296500-622	SK1341A	G1
PLAvogjR296501-623	SK1342A	G1
PLAvogjR296502-624	SK1343A	G1
PLAvogjR296503-625	SK1344A	G1
PLAvogjR296504-626	SK1345A	G1
PLAvogjR296505-627	SK1346A	G1
PLAvogjR296506-628	SK1347A	G1
PLAvogjR296507-629	SK1348A	G1
PLAvogjR296508-630	SK1349A	G1
PLAvogjR296509-631	SK1350A	G1
PLAvogjR296510-632	SK1351A	G1
PLAvogjR296511-633	SK1352A	G1
PLAvogjR296512-634	SK1353A	G1
PLAvogjR296513-635	SK1354A	G1
PLAvogjR296514-636	SK1355A	G1
PLAvogjR296515-637	SK1356A	G1
PLAvogjR296516-639	SK1357A	G1
PLAvogjR296517-640	SK1358A	G1
PLAvogjR296518-642	SK1359A	G1
PLAvogjR296519-643	SK1360A	G1
PLAvogjR296520-645	SK1361A	G1
PLAvogjR296521-646	SK1362A	G1
PLAvogjR296522-648	SK1363A	G1
PLAvogjR296523-729	SK1364A	G1
PLAvogjR296524-650	SK1365A	G1
PLAvogjR296525-651	SK1366A	G1
PLAvogjR296526-652	SK1367A	G1
PLAvogjR296527-665	SK1368A	G1
PLAvogjR296528-686	SK1369A	G1
PLAvogjR296530-704	SK1370A	G1
PLAvogjR296531-709	SK1371A	G1
PLAvogjR296532-732	SK1372A	G1
PLAvogjR296533-762	SK1373A	G1
PLAvogjR296534-740	SK1374A	G1
PLAvogjR296535-741	SK1375A	G1
PLAvogjR296536-742	SK1376A	G1
PLAvogjR296537-743	SK1377A	G1
PLAvogjR296538-744	SK1378A	G1
PLAvogjR296539-746	SK1379A	G1
PLAvogjR296540-606	SK1380A	G1
PLAvogjR296541-748	SK1381A	G1
PLAvogjR296542-749	SK1382A	G1
PLAvogjR296543-750	SK1383A	G1
PLAvogjR296544-751	SK1384A	G1
PLAvogjR296545-752	SK1385A	G1
PLAvogjR296546-753	SK1386A	G1
PLAvogjR296547-754	SK1387A	G1
PLAvogjR296548-755	SK1388A	G1
PLAvogjR296549-756	SK1389A	G1
PLAvogjR296550-757	SK1390A	G1
PLAvogjR296551-758	SK1391A	G1
PLAvogjR296552-759	SK1392A	G1
PLAvogjR296553-760	SK1393A	G1
PLAvogjR296554-761	SK1394A	G1
PLAvogjR296555-764	SK1395A	G1
PLAvogjR296556-765	SK1396A	G1
PLAvogjR296557-766	SK1397A	G1
PLAvogjR296558-767	SK1398A	G1
PLAvogjR296559-768	SK1399A	G1
PLAvogjR296560-769	SK1400A	G1
PLAayvmR287965-627	SK0519B	G1
PLAayvmR287966-628	SK0693B	G1
PLAayvmR287967-629	SK0713B	G1
