lib	name	group
PLAbzqpR301922-691	GL470	G1
PLAbzqpR301923-692	GL471	G1
PLAbzqpR301924-695	GL472	G1
PLAbzqpR301925-701	GL473	G1
PLAbzqpR301926-703	GL474	G1
PLAbzqpR301927-706	GL475	G1
PLAbzqpR301928-707	GL476	G1
PLAbzqpR301929-708	GL477	G1
PLAbzqpR301930-710	GL478	G1
PLAbzqpR301931-713	GL479	G1
PLAbzqpR301932-714	GL480	G1
PLAbzqpR301933-716	GL481	G1
PLAbzqpR301934-717	GL482	G1
PLAbzqpR301935-719	GL483	G1
PLAbzqpR301936-720	GL484	G1
PLAbzqpR301937-723	GL485	G1
PLAbzqpR301938-724	GL486	G1
PLAbzqpR301939-728	GL487	G1
PLAbzqpR301940-730	GL488	G1
PLAbzqpR301941-731	GL489	G1
PLAbzqpR301942-733	GL490	G1
PLAbzqpR301943-734	GL491	G1
PLAbzqpR301944-735	GL492	G1
PLAbzqpR301945-736	GL493	G1
PLAbzqpR301946-737	GL494	G1
PLAbzqpR303620-401	GL495	G1
PLAbzqpR303621-402	GL496	G1
PLAbzqpR303622-403	GL497	G1
PLAbzqpR303623-404	GL498	G1
PLAbzqpR303624-405	GL499	G1
PLAbzqpR303625-406	GL500	G1
PLAbzqpR303626-407	GL501	G1
PLAbzqpR303627-409	GL502	G1
PLAbzqpR303628-410	GL503	G1
PLAbzqpR303629-411	GL504	G1
PLAbzqpR303630-412	GL505	G1
PLAbzqpR303631-413	GL506	G1
PLAbzqpR303632-414	GL507	G1
PLAbzqpR303633-415	GL508	G1
PLAbzqpR303634-416	GL509	G1
PLAbzqpR303635-602	GL510	G1
PLAbzqpR303636-603	GL511	G1
PLAbzqpR303637-604	GL512	G1
PLAbzqpR303638-605	GL513	G1
PLAbzqpR303639-607	GL514	G1
PLAbzqpR303640-608	GL515	G1
PLAbzqpR303641-609	GL516	G1
PLAbzqpR303642-610	GL517	G1
PLAbzqpR303643-611	GL518	G1
PLAbzqpR303644-612	GL519	G1
PLAbzqpR303645-613	GL520	G1
PLAbzqpR303646-614	GL521	G1
PLAbzqpR303647-616	GL522	G1
PLAbzqpR303648-618	GL523	G1
PLAbzqpR303649-619	GL524	G1
PLAbzqpR303650-620	GL525	G1
PLAbzqpR303651-621	GL526	G1
PLAbzqpR303652-622	GL527	G1
PLAbzqpR303653-623	GL528	G1
PLAbzqpR303654-624	GL529	G1
PLAbzqpR303655-625	GL530	G1
PLAbzqpR303656-626	GL531	G1
PLAbzqpR303657-627	GL532	G1
PLAbzqpR303658-628	GL533	G1
PLAbzqpR303659-629	GL534	G1
PLAbzqpR303660-630	GL535	G1
PLAbzqpR303661-631	GL536	G1
PLAbzqpR303662-632	GL537	G1
PLAbzqpR303663-633	GL538	G1
PLAbzqpR303664-634	GL539	G1
PLAbzqpR303665-635	GL540	G1
PLAbzqpR303666-636	GL541	G1
PLAbzqpR303667-637	GL542	G1
PLAbzqpR303668-639	GL543	G1
PLAbzqpR303669-640	GL544	G1
PLAbzqpR303670-642	GL545	G1
PLAbzqpR303671-643	GL546	G1
PLAbzqpR303672-645	GL547	G1
PLAbzqpR303674-648	GL548	G1
PLAbzqpR303675-649	GL549	G1
PLAbzqpR303676-650	GL550	G1
PLAbzqpR303677-651	GL551	G1
PLAbzqpR303678-652	GL552	G1
PLAbzqpR303679-665	GL553	G1
PLAbzqpR303680-686	GL554	G1
PLAbzqpR303681-693	GL555	G1
PLAbzqpR303682-704	GL556	G1
PLAbzqpR303683-709	GL557	G1
PLAbzqpR303684-732	GL558	G1
PLAbzqpR303685-762	GL559	G1
PLAbzqpR303686-687	GL560	G1
PLAbzqpR303687-688	GL561	G1
PLAbzqpR303688-690	GL562	G1
PLAbzqpR303689-691	GL563	G1
PLAbzqpR303690-692	GL564	G1
PLAbzqpR303691-695	GL565	G1
PLAbzqpR303692-701	GL566	G1
PLAbzqpR303693-703	GL567	G1
PLAbzqpR303694-706	GL568	G1
PLAbzqpR303695-707	GL569	G1
PLAbzqpR303696-708	GL570	G1
PLAbzqpR303697-710	GL571	G1
PLAbzqpR303698-713	GL572	G1
PLAbzqpR303699-714	GL573	G1
PLAbzqpR303700-716	GL574	G1
PLAbzqpR303701-717	GL575	G1
PLAbzqpR303702-719	GL576	G1
PLAbzqpR303703-720	GL577	G1
PLAbzqpR303704-723	GL578	G1
PLAbzqpR303705-724	GL579	G1
PLAbzqpR303706-728	GL580	G1
PLAbzqpR303707-730	GL581	G1
PLAbzqpR303708-731	GL582	G1
PLAbzqpR303709-733	GL583	G1
PLAbzqpR303710-734	GL584	G1
PLAbzqpR303711-735	GL585	G1
PLAbzqpR303712-736	GL586	G1
PLAbzqpR303713-737	GL587	G1
PLAbzqpR303714-739	GL588	G1
PLAbzqpR304665-606	GL589	G1
PLAbzqpR304666-653	GL590	G1
PLAbzqpR304667-654	GL591	G1
PLAbzqpR304668-656	GL592	G1
PLAbzqpR304669-657	GL593	G1
PLAbzqpR304670-658	GL594	G1
PLAbzqpR304671-659	GL595	G1
PLAbzqpR304672-660	GL596	G1
PLAbzqpR304673-661	GL597	G1
PLAbzqpR304674-662	GL598	G1
PLAbzqpR304675-663	GL599	G1
PLAbzqpR304676-664	GL600	G1
PLAbzqpR304678-667	GL601	G1
PLAbzqpR304679-668	GL602	G1
PLAbzqpR304680-669	GL603	G1
PLAbzqpR304681-670	GL604	G1
PLAbzqpR304682-671	GL605	G1
PLAbzqpR304683-672	GL606	G1
PLAbzqpR304684-673	GL607	G1
PLAbzqpR304685-674	GL608	G1
PLAbzqpR304686-675	GL609	G1
PLAbzqpR304687-676	GL610	G1
PLAbzqpR304688-678	GL611	G1
PLAbzqpR304689-679	GL612	G1
PLAbzqpR304690-681	GL613	G1
PLAbzqpR304691-682	GL614	G1
PLAbzqpR304692-683	GL615	G1
PLAbzqpR304693-684	GL616	G1
PLAbzqpR304694-685	GL617	G1
PLAbzqpR304695-687	GL618	G1
PLAbzqpR304696-688	GL619	G1
PLAbzqpR304697-690	GL620	G1
PLAbzqpR304698-691	GL621	G1
PLAbzqpR304699-692	GL622	G1
PLAbzqpR304700-695	GL623	G1
PLAbzqpR304701-701	GL624	G1
PLAbzqpR304702-702	GL625	G1
PLAbzqpR304703-703	GL626	G1
PLAbzqpR304704-706	GL627	G1
PLAbzqpR304705-707	GL628	G1
PLAbzqpR304706-708	GL629	G1
PLAbzqpR304707-710	GL630	G1
PLAbzqpR304708-713	GL631	G1
PLAbzqpR304709-714	GL632	G1
PLAbzqpR304710-716	GL633	G1
PLAbzqpR304711-717	GL634	G1
PLAbzqpR304712-718	GL635	G1
PLAbzqpR304713-719	GL636	G1
PLAbzqpR304714-720	GL637	G1
PLAbzqpR304715-721	GL638	G1
PLAbzqpR304716-722	GL639	G1
PLAbzqpR304717-723	GL640	G1
PLAbzqpR304718-724	GL641	G1
PLAbzqpR304719-726	GL642	G1
PLAbzqpR304720-728	GL643	G1
PLAbzqpR304721-729	GL644	G1
PLAbzqpR304722-730	GL645	G1
PLAbzqpR304723-731	GL646	G1
PLAbzqpR304724-733	GL647	G1
PLAbzqpR304725-734	GL648	G1
PLAbzqpR304726-735	GL649	G1
PLAbzqpR304727-736	GL650	G1
PLAbzqpR304728-737	GL651	G1
PLAbzqpR304729-738	GL652	G1
PLAbzqpR304730-739	GL653	G1
PLAbzqpR304731-740	GL654	G1
PLAbzqpR304732-741	GL655	G1
PLAbzqpR304733-742	GL656	G1
PLAbzqpR304734-743	GL657	G1
PLAbzqpR304735-744	GL658	G1
PLAbzqpR304736-746	GL659	G1
PLAbzqpR304737-747	GL660	G1
PLAbzqpR304738-748	GL661	G1
PLAbzqpR304739-749	GL662	G1
PLAbzqpR304740-750	GL663	G1
PLAbzqpR304741-751	GL664	G1
PLAbzqpR304742-752	GL665	G1
PLAbzqpR304743-753	GL666	G1
PLAbzqpR304744-754	GL667	G1
PLAbzqpR304745-755	GL668	G1
PLAbzqpR304746-756	GL669	G1
